时间,商品名称,库存变化,单笔销量
2026-03-28 19:24:42,A-日本地址,-160->-162,2
2026-03-28 19:24:42,B-日本地址,-91->-94,3
2026-03-28 19:24:53,C-日本地址,-92->-95,3
2026-03-28 19:25:15,B-韩国地址,-157->-159,2
2026-03-28 19:25:26,C-韩国地址,-174->-175,1
2026-03-28 19:25:49,A-韩国地址,-239->-240,1
2026-03-28 19:35:46,A-韩国地址,-240->-242,2
2026-03-28 19:36:19,B-韩国地址,-159->-160,1
2026-03-28 19:36:30,C-韩国地址,-175->-177,2
2026-03-28 19:54:02,C-中国地址,-16->-17,1
2026-03-28 20:05:42,A-日本地址,-162->-160,-2
2026-03-28 20:05:42,B-日本地址,-94->-92,-2
2026-03-28 20:05:53,C-日本地址,-95->-94,-1
2026-03-28 20:20:08,B-日本地址,-92->-94,2
2026-03-28 20:23:28,B-日本地址,-94->-95,1
2026-03-28 20:25:42,A-日本地址,-160->-159,-1
2026-03-28 20:25:42,B-日本地址,-95->-94,-1
2026-03-28 20:25:53,C-日本地址,-94->-92,-2
2026-03-28 20:55:47,A-日本地址,-159->-160,1
2026-03-28 20:55:47,B-日本地址,-94->-95,1
2026-03-28 20:55:58,C-日本地址,-92->-94,2
2026-03-28 21:05:57,A-日本地址,-160->-159,-1
2026-03-28 21:26:14,A-韩国地址,-242->-239,-3
2026-03-28 21:40:59,A-韩国地址,-239->-240,1
2026-03-28 21:41:25,B-韩国地址,-160->-161,1
2026-03-28 21:41:38,C-韩国地址,-177->-178,1
2026-03-28 21:47:23,A-日本地址,-159->-160,1
2026-03-28 21:47:36,B-日本地址,-95->-96,1
2026-03-28 21:48:00,C-日本地址,-94->-95,1
2026-03-28 22:04:10,A-韩国地址,-240->-242,2
2026-03-28 22:04:45,B-中国地址,-10->-12,2
2026-03-28 22:06:04,A-日本地址,-160->-157,-3
2026-03-28 22:07:34,B-日本地址,-96->-97,1
2026-03-28 22:07:57,C-日本地址,-95->-96,1
2026-03-28 22:08:21,A-日本地址,-157->-159,2
2026-03-28 22:26:02,A-日本地址,-159->-155,-4
2026-03-28 22:31:25,C-韩国地址,-178->-179,1
2026-03-28 22:54:58,A-日本地址,-155->-156,1
2026-03-28 22:55:11,B-日本地址,-97->-99,2
2026-03-28 22:55:46,C-日本地址,-96->-97,1
2026-03-28 23:00:14,C-日本地址,-97->-96,-1
2026-03-28 23:00:38,A-日本地址,-156->-155,-1
2026-03-28 23:00:51,B-日本地址,-99->-97,-2
2026-03-28 23:02:22,C-日本地址,-96->-97,1
2026-03-28 23:02:57,A-日本地址,-155->-156,1
2026-03-28 23:02:57,B-日本地址,-97->-99,2
2026-03-28 23:05:48,B-中国地址,-12->-10,-2
2026-03-28 23:09:54,A-韩国地址,-242->-243,1
2026-03-28 23:10:19,B-韩国地址,-161->-162,1
2026-03-28 23:10:19,C-韩国地址,-179->-181,2
2026-03-28 23:11:29,C-韩国地址,-181->-179,-2
2026-03-28 23:55:41,A-日本地址,-156->-157,1
2026-03-29 00:03:49,A-韩国地址,-243->-244,1
2026-03-29 00:36:46,B-日本地址,-99->-100,1
2026-03-29 00:37:21,A-日本地址,-157->-159,2
2026-03-29 00:37:21,C-日本地址,-97->-99,2
2026-03-29 01:07:17,C-韩国地址,-179->-181,2
2026-03-29 01:25:33,B-韩国地址,-162->-161,-1
2026-03-29 01:25:58,C-韩国地址,-181->-179,-2
2026-03-29 01:26:22,A-韩国地址,-244->-243,-1
2026-03-29 01:28:06,C-韩国地址,-179->-181,2
2026-03-29 01:28:42,A-韩国地址,-243->-244,1
2026-03-29 01:28:56,B-韩国地址,-161->-162,1
2026-03-29 01:46:09,A-日本地址,-159->-146,-13
2026-03-29 03:11:38,A-韩国地址,-244->-246,2
2026-03-29 03:12:03,C-韩国地址,-181->-182,1
2026-03-29 03:12:28,B-韩国地址,-162->-164,2
2026-03-29 06:28:50,A-韩国地址,-246->-247,1
2026-03-29 06:29:26,B-韩国地址,-164->-165,1
2026-03-29 06:29:26,C-韩国地址,-182->-183,1
2026-03-29 08:10:15,A-中国地址,-17->-18,1
2026-03-29 08:10:27,B-中国地址,-10->-12,2
2026-03-29 08:10:27,C-中国地址,-17->-18,1
2026-03-29 08:14:53,C-中国地址,-18->-31,13
2026-03-29 08:45:35,A-日本地址,-146->-144,-2
2026-03-29 08:45:48,B-日本地址,-100->-99,-1
2026-03-29 08:45:48,C-日本地址,-99->-97,-2
2026-03-29 09:25:41,B-中国地址,-12->-10,-2
2026-03-29 09:25:54,A-中国地址,-18->-17,-1
2026-03-29 09:26:28,C-中国地址,-31->-17,-14
2026-03-29 10:06:45,A-日本地址,-144->-146,2
2026-03-29 10:35:19,A-日本地址,-146->-147,1
2026-03-29 11:00:34,A-日本地址,-147->-148,1
2026-03-29 11:57:01,A-韩国地址,-247->-248,1
2026-03-29 12:27:55,A-韩国地址,-248->-250,2
2026-03-29 12:30:09,A-韩国地址,-250->-251,1
2026-03-29 12:43:17,A-韩国地址,-251->-252,1
2026-03-29 12:43:41,B-韩国地址,-165->-166,1
2026-03-29 12:43:54,C-韩国地址,-183->-185,2
2026-03-29 12:45:56,B-韩国地址,-166->-165,-1
2026-03-29 12:46:09,C-韩国地址,-185->-183,-2
2026-03-29 12:46:33,A-韩国地址,-252->-251,-1
2026-03-29 13:39:29,A-韩国地址,-251->-252,1
2026-03-29 13:50:42,B-韩国地址,-165->-166,1
2026-03-29 13:51:06,C-韩国地址,-183->-185,2
2026-03-29 13:51:29,A-韩国地址,-252->-253,1
2026-03-29 13:55:55,A-韩国地址,-253->-257,4
2026-03-29 14:25:42,A-日本地址,-148->-147,-1
2026-03-29 14:25:42,B-日本地址,-99->-97,-2
2026-03-29 14:26:19,C-日本地址,-97->-96,-1
2026-03-29 14:54:13,A-韩国地址,-257->-259,2
2026-03-29 15:29:23,B-日本地址,-97->-99,2
2026-03-29 15:29:23,C-日本地址,-96->-97,1
2026-03-29 15:29:40,A-日本地址,-147->-148,1
2026-03-29 15:50:03,B-日本地址,-99->-100,1
2026-03-29 16:06:05,B-日本地址,-100->-99,-1
2026-03-29 16:06:05,C-日本地址,-97->-96,-1
2026-03-29 16:06:32,A-日本地址,-148->-147,-1
2026-03-29 16:07:22,A-韩国地址,-259->-260,1
2026-03-29 16:08:43,C-韩国地址,-185->-186,1
2026-03-29 16:10:36,C-韩国地址,-186->-187,1
2026-03-29 16:11:02,A-韩国地址,-260->-261,1
2026-03-29 16:18:54,C-韩国地址,-187->-188,1
2026-03-29 16:28:21,B-韩国地址,-166->-168,2
2026-03-29 16:28:44,A-韩国地址,-261->-263,2
2026-03-29 16:28:44,C-韩国地址,-188->-190,2
2026-03-29 16:30:26,B-日本地址,-99->-97,-2
2026-03-29 16:31:01,C-韩国地址,-190->-188,-2
2026-03-29 16:31:35,B-日本地址,-97->-99,2
2026-03-29 16:33:48,B-日本地址,-99->-97,-2
2026-03-29 16:34:55,B-日本地址,-97->-99,2
2026-03-29 16:37:41,A-韩国地址,-263->-264,1
2026-03-29 16:43:43,B-日本地址,-99->-97,-2
2026-03-29 16:53:45,B-韩国地址,-168->-169,1
2026-03-29 16:53:57,C-韩国地址,-188->-190,2
2026-03-29 16:54:10,A-韩国地址,-264->-265,1
2026-03-29 18:25:42,C-韩国地址,-190->-191,1
2026-03-29 18:45:58,A-韩国地址,-265->-264,-1
2026-03-29 19:12:30,A-韩国地址,-264->-265,1
2026-03-29 19:15:29,B-韩国地址,-169->-170,1
2026-03-29 19:15:29,C-韩国地址,-191->-192,1
2026-03-29 19:15:55,A-韩国地址,-265->-266,1
2026-03-29 19:38:03,A-韩国地址,-266->-268,2
2026-03-29 19:45:14,C-韩国地址,-192->-194,2
2026-03-29 19:45:49,A-韩国地址,-268->-269,1
2026-03-29 19:46:23,B-韩国地址,-170->-172,2
2026-03-29 19:49:00,B-中国地址,-10->-9,-1
2026-03-29 19:49:46,A-中国地址,-17->-16,-1
2026-03-29 19:50:10,C-中国地址,-17->-16,-1
2026-03-29 19:55:21,A-中国地址,-16->-17,1
2026-03-29 19:55:45,C-中国地址,-16->-17,1
2026-03-29 20:05:55,A-韩国地址,-269->-265,-4
2026-03-29 20:12:34,A-韩国地址,-265->-266,1
2026-03-29 20:18:08,A-韩国地址,-266->-269,3
2026-03-29 20:54:29,A-韩国地址,-269->-270,1
2026-03-29 21:02:14,A-韩国地址,-270->-272,2
2026-03-29 21:02:27,B-韩国地址,-172->-173,1
2026-03-29 21:02:40,C-韩国地址,-194->-195,1
2026-03-29 21:38:30,C-国际地址,-21->-22,1
2026-03-29 21:38:42,B-国际地址,-21->-22,1
2026-03-29 21:39:06,A-国际地址,-27->-29,2
2026-03-29 21:40:45,A-日本地址,-147->-148,1
2026-03-29 21:44:03,A-韩国地址,-272->-273,1
2026-03-29 21:45:10,A-韩国地址,-273->-274,1
2026-03-29 22:04:57,C-韩国地址,-195->-194,-1
